block_id,candidate_artifact_sha256,candidate_id,canonical_model_visible_payload_sha256,canonical_output_sha256,condition,domain,final_source,global_sequence_index,hard_contract_vector,operational_success,paper_id,private_score,raw_response_sha256,registry_id,result_source_sha256,row_valid,task_id,terminal_outcome,variant_id
6,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,05b961afdfd55e8e042e49fad75097863b6914618e89198c64617917f4c0e399,C,nlp,fg5_exact_output_direct,443,"[true,true]",1,nlp_llmlingua,1.0,8afb8058c380c95a64ac04378f6cc54290408bd42b1de54bc384821775db5d2f,B,9cac7ba47198cb002e21e6bcc826627535f5f80b179e00e0b1309e14709290d7,True,NLP-LLM-01,operational_success,planted_redundancy_positive
6,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_positive_reference,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,afd494cf7abeed9ae7e2ec6adb40e92cfb8be7417d66f19e606880bb56561026,F,nlp,fg5_exact_output_direct,444,"[true,true]",1,nlp_llmlingua,1.0,4935f9fd485cc2511fdf54d6d59421dbcc194a82699313fc66a74ebf334b9478,B,f292775ab79429a969f105108bf4f0f9134497e8da594441c6f579ad335c55d8,True,NLP-LLM-01,operational_success,planted_redundancy_positive
1,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,a832a047093b53205cfa737de834e2caadfb907ddaaf1a873caa2b2a3573da9b,F,nlp,payload_interface_successor,445,"[true,true]",1,nlp_llmlingua,1.0,6572399edebe9fc6c95ba17a027a53d0e6b0052ffdf970c09589266ec04c97fc,A,54c09e458356b9a754039ecdbf2febb484059cfe7afd048ae42475e0cec4d96c,True,NLP-LLM-01,operational_success,destructive_core_negative
1,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,09daa00a56ac5966da334e5f610e62d2331454e07854514740bae2e35c2c8b9d,56305494132a70595657309cad1dc0239d458628a375950580a22db1d5964d2e,C,nlp,payload_interface_successor,446,"[true,false]",0,nlp_llmlingua,0.25,607a042155720eb37099ff88459ce0e8d8824fe020b3e01d2e0a7b5848b65236,A,59cc447dbd60002541768d2e63c31bd025118086b16b797fce63314a649961e6,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
2,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,09daa00a56ac5966da334e5f610e62d2331454e07854514740bae2e35c2c8b9d,a55c9fba79f66c54f8ff846bd6110b296432baddd53baada1c9e05df1f742048,C,nlp,payload_interface_successor,447,"[true,false]",0,nlp_llmlingua,0.25,b37283b12bea379c01bdf2c41e247395cb2190dbf3a70fab32c12df6f5fce7a8,A,70d09f022ead8c1564ab59fa3418ea7400349c9f8a84ed46ef23d595707199e1,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
2,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,c32aa6080919ec73912ea3ebe71e73f8430d2bd0ca77c7e9f3f90c239cf5fbd1,F,nlp,fg5_exact_output_direct,448,"[true,true]",1,nlp_llmlingua,1.0,5be93f3cdf783e1246e54f090ec03424937e10a926ff2eae0af25478ea938352,A,178ad8247a92642e13802e98f83930d4febc57af32b243f071623ed810738a43,True,NLP-LLM-01,operational_success,destructive_core_negative
3,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,c06d4aac145d3d06ca8143143fa92378cba0cd76ecab0bf17baf70be8bafaf26,F,nlp,response_format_successor,449,"[true,true]",1,nlp_llmlingua,1.0,30529e4ac3099921882836e203abfee01267d99692114da04c2e6d7e83b34980,A,fb695fe0c77abacc8fb51d95b1108e868c5a21f45efe253621012628b19995e9,True,NLP-LLM-01,operational_success,destructive_core_negative
3,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,09daa00a56ac5966da334e5f610e62d2331454e07854514740bae2e35c2c8b9d,de8a3abfa0d243e2b304c4319c180cb21e4b65b92bb363135a8b9ec23fdccb36,C,nlp,payload_interface_successor,450,"[true,false]",0,nlp_llmlingua,0.25,25e6645e4712f942e2d45f9b673829753652b366993db915a936835f22e7c4a3,A,49167621834064a115f88674bb0b94126b08f6dd1167885f3e2485f758184bfd,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
4,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,934ca8dea078b7282e88f8a1c572ccacf2e0ab4ade0776e3a2e4d3a8182d41bb,94a3432a5b7f11d5f9a6dbd9b52a89dcbd0ccd41dfbd26b58097e45835c77aeb,C,nlp,payload_interface_successor,451,"[true,false]",0,nlp_llmlingua,0.15625,fdda0442fb7ffc269767907a5dcc064b984c06b2403b3296a62a84ab379af620,B,3dfbfbadae9b3a63b597d78d618a23ffd7ad485cf0fce23ad22f55de6437bf02,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
4,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,6015fd240edca0e3781ad841539807b1dc5029a9fa8eae07f84505dc8e200e5c,F,nlp,fg5_exact_output_direct,452,"[true,true]",1,nlp_llmlingua,1.0,440af8c8062bba0d427bb9191461d3d98d074e8de2e7e864b24380a6167688af,B,85e50e391ac5f52ed5857be58f94855448452312c136b5fab7bf571d2f4a265f,True,NLP-LLM-01,operational_success,destructive_core_negative
5,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,2461259fa51caf8d1a645fa375c294083a77be2570bc3745b805d451ba809308,F,nlp,fg5_exact_output_direct,453,"[true,false]",0,nlp_llmlingua,0.828125,7607c30628a2304b2178b0af8118f4d2d36f3978fb415b6771a2cdeb234c6349,B,e91b15df4a027d32a164090e3a3f3a4a7dd15875504c48462ed179980755fe3b,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
5,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,934ca8dea078b7282e88f8a1c572ccacf2e0ab4ade0776e3a2e4d3a8182d41bb,a22ea2b6c6551f5491412bf2d6dcf2b47972b3d6d9c40c7e748b5c98d8e2121d,C,nlp,fg5_exact_output_direct,454,"[true,false]",0,nlp_llmlingua,0.15625,74e6259e8108758f1089349a21e5432617714fd47c7865d87d0b3c65b8c2adf2,B,fb2a42417783221510fbce3d7d344f78aafdfb86d8580fccbc14a8aae4c49647,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
6,946ccc6ac87c2782072db3112c48f5f1e11a9a62210e61a92453316e37805781,control_negative,934ca8dea078b7282e88f8a1c572ccacf2e0ab4ade0776e3a2e4d3a8182d41bb,7d82735624067e3345e34e0c9b6fade93da14d0fc598a1119fe572bd1a1387c6,C,nlp,fg5_exact_output_direct,455,"[true,false]",0,nlp_llmlingua,0.15625,bcc3e6b00eca99c74368f0d3f5eb553c10604cdf27103fbb757886155398c64a,B,c27319998d82fbdab31b114849aed2be74af056d6262e9c1e8c430023432d7d7,True,NLP-LLM-01,hard_contract_failure,destructive_core_negative
6,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,9a9b56c842bfe5f1d611ca1f56be80bca89aa7bce86d62ba51902b338468258e,F,nlp,fg5_exact_output_direct,456,"[true,true]",1,nlp_llmlingua,1.0,34f27218691606607e1a9c6659653ea8f8a97b57199a7270ea7586f31abdb203,B,dc45211e58e8a25028d821a0c172b16eccce1c19a08d4b0f716c3a57f97fbcbb,True,NLP-LLM-01,operational_success,destructive_core_negative
1,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,109635c9aea6b498195f819677cd54ac6d5ab8ea3efb8af5905f69c296da8510,F,nlp,fg3_retained,457,"[false,false]",0,nlp_llmlingua,0.0,007dd48dacb377dd7cd398c4f0ddd9d46b7d0059025477ddcd54dc68fc9d2a24,A,b00ef2929670ecbed572fcef80a4ac443d4593c7da7b3b8658afda14ab8bd6b4,True,NLP-LLM-01,hard_contract_failure,byte_identical_identity
1,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,db5234cd1bbc88e57930c1cd2050dd2d3e3b270553cc3c6b8738e1301a3e8d5f,C,nlp,fg5_exact_output_direct,458,"[true,true]",1,nlp_llmlingua,1.0,94aff3332e37259ad653048ff0073efaf55cc6d605fc8b40f84810f8455c96f3,A,f887bc8602b5198b0a97a4541973d8745daad3c42b9062566ebab85e49231a50,True,NLP-LLM-01,operational_success,byte_identical_identity
2,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,09933aced146bcde7af1e2689c9f8c954a67308264bbadfc3316447f215ec037,C,nlp,fg3_retained,459,"[false,false]",0,nlp_llmlingua,0.0,fb45ba3c44ca7dc399f7291b074fe60036773e857eee9d30b8ef47443338d38c,A,f0c8d98901e3521a567bbc63fff34bff692eff4c46695b250ffea35d2f4ff51a,True,NLP-LLM-01,hard_contract_failure,byte_identical_identity
2,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,f4957a35198ddf3b435fdd225d4c233fcefc22b3d8452ea78193138076d18e9e,F,nlp,fg5_exact_output_direct,460,"[true,true]",1,nlp_llmlingua,1.0,0ab71f4204a59ef23da0ca12a72607e9ab73a519b35c17921b05373f57006812,A,c18372cabf67a87ca24e86646a2b97e1865fe61476bbe1124925717f5ffd1513,True,NLP-LLM-01,operational_success,byte_identical_identity
3,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,15962fea2ab8188bb66bf566c86f9ac8e293af291cd63cb2b78bbcb926c65c16,F,nlp,payload_interface_successor,461,"[true,true]",1,nlp_llmlingua,1.0,598ed36e6dd35bf67dfb226c6a8b5691327f89c0ea8f145694deccb895e79e99,A,c65b05dfd9cf844cd173e0d58f068eb512bc57451e88f1e959e7c4e758d6ddd2,True,NLP-LLM-01,operational_success,byte_identical_identity
3,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,47868a7bf2cece7fdc05d2d8820d44ae342888e87e7dfb652f3b64f6b700071d,ab13cd7b6d3ead9df2eae85ef2e31332ce9a22e8f18024386912ad1f517f3fe7,C,nlp,fg5_exact_output_direct,462,"[true,true]",1,nlp_llmlingua,1.0,5dac27500b9836ec3c4c712bf517235fd0173f35f6fbffcdc89d042b28af5b28,A,a90584b9b03fc3f5b329a6e279d435f899e8723c293e8979f01b483a00093875,True,NLP-LLM-01,operational_success,byte_identical_identity
4,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,e71e4c9f70f1079a0f8033a42af4576a3a4d4af2991fc427e57224c24c91169b,C,nlp,fg5_exact_output_direct,463,"[false,false]",0,nlp_llmlingua,0.0,534698fce20873859c31259e34f0cbccd44c3bf2ab45a3ce10b8228f26933e4e,B,b6771a78dd5056aa267746c30b1f068c8d4e602f6046838832a8ec7892ecea6b,True,NLP-LLM-01,hard_contract_failure,byte_identical_identity
4,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,719696755e10aba5a904b4bc7477b4d10d6d09edf39d87d84f9924af9b4a2134,F,nlp,fg5_exact_output_direct,464,"[true,true]",1,nlp_llmlingua,1.0,56235a1738273661717fc23fcb73ad68ff49daa47f98b88359c4a6feeaa13ae9,B,4c2e089e6c808e969464dc6b65bb991e56d246ae595d745d0a4268f673570490,True,NLP-LLM-01,operational_success,byte_identical_identity
5,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,0bfda149c12261040302cc7ccc158f0b592a318797a59b90a881e82340889f5f,F,nlp,fg5_exact_output_direct,465,"[true,true]",1,nlp_llmlingua,1.0,14da1612b2e0d56738be23a3179e0b860c8ddb8274b51ba9e4d099dfb411981d,B,5526a9d4741f8f633574dd782813903676fa827add89d4d623fa285906998ad7,True,NLP-LLM-01,operational_success,byte_identical_identity
5,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,1208929ae1c523a67e001e88dc657c5f636297e21e8e443a220ed9a66fca0bf9,C,nlp,fg5_exact_output_direct,466,"[true,true]",1,nlp_llmlingua,1.0,8b79272aa265f552ab17aa6533f5b7614d93ad2b00001aeb4ad6ba70dc274b84,B,4d8fe14ad7ae1519d749bb13b58e7ff6d7217fdd63d5b8a4fa43692d3f8d64b4,True,NLP-LLM-01,operational_success,byte_identical_identity
6,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,control_identity,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,469f0637e6ba108c2591d26cbeb6fef4b40af2af41d4c05621e234e74ab6c13e,C,nlp,fg3_retained,467,"[false,false]",0,nlp_llmlingua,0.0,ae5b772c6538a9405fe6a93056d057c8f731180e4612cba5058b538b52ed97e2,B,15f08d41475ff21ef665880429e8beea19ad1beb313e12e77a0c7de7612b7481,True,NLP-LLM-01,hard_contract_failure,byte_identical_identity
6,df86e02a4539411b48ef506ac7131cf263b8646a3e3d2fa0451c404a60b34a9a,F,e467d8a9c5f07e3f80c2f17e3296436d3ca3d10ca25a5b1aee48d2d475e9c215,99361ea337cd95819a196d5fdaedf4e290a55162d13140c1952741f50572d38a,F,nlp,fg5_exact_output_direct,468,"[true,true]",1,nlp_llmlingua,1.0,fcbf9389cb18ce788aa283187672b55c39eb105aeb5c971efd524902b57e19ac,B,fca596f459d5e0b16873e44a469c8289cdb8ba542faed5fa6ecdc7e9b460f5b2,True,NLP-LLM-01,operational_success,byte_identical_identity
1,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,control_positive_reference,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,c7a5f14e249c219fe9d1ab8090c204e5ef47be031dd8e073bc753db39499adac,F,software_engineering,fg5_exact_output_direct,469,"[true,true]",1,se_perses,1.0,3683dbead93b52901fce388f1ce7552b16718428a912b8357d271b3709bc79ad,A,d33e248502b0dc3a43677cfd138081b9274da5baffbb74392c42793419c21793,True,SE-PE-01,operational_success,planted_redundancy_positive
1,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,7faad8f4d6895bf16f3cdf293f73ca1e6f730bfcd4f5374a17f236d299905b03,C,software_engineering,payload_interface_successor,470,"[true,false]",0,se_perses,0.0,b7cd39dabc80a4a294e2552028237fe6c7542e8d8174c925b92f5cc7490d234f,A,b7e275fb5ff1ed6aef7abd0d652795e8ba400b194a6c3e492ede938183d299c7,True,SE-PE-01,hard_contract_failure,planted_redundancy_positive
2,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,7783639c6b62c180d6465430e2fdfbddec4877af515c333e2d2c00f670e4dff1,C,software_engineering,fg3_retained,471,"[false,false]",0,se_perses,0.0,9a74688fadcf6bc90ecd20bb1f22fd44bed7ac15e4c9ecfbed5dbd538c88c706,A,59cf67e09662bd52dc22649cdda1696b704c03dfddd0501233ad725c45597b1e,True,SE-PE-01,hard_contract_failure,planted_redundancy_positive
2,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,control_positive_reference,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,9eaa4c7356c7b30271db3699e567855a295da4f0b5e746efa5d21feac90cee66,F,software_engineering,payload_interface_successor,472,"[true,false]",0,se_perses,0.0,04b848b95dc702de0246c45dd2a9d4d2aedce1a1eb4c7f950eb875957ea50a91,A,2d1ef6ffc9393029d56e30ff2208fcbed80c6184ed429d280a67918cfb7c3b43,True,SE-PE-01,hard_contract_failure,planted_redundancy_positive
3,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,control_positive_reference,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,5c5161ccbf43df30372de4890a6026aac454e7e3cb78fd8ec98c56912785c54b,F,software_engineering,payload_interface_successor,473,"[true,false]",0,se_perses,0.0,0f05ff72815b874d614a8b28691d668b45006d60567abd36a0082970a25d3de0,A,0a9d6ff7b56bb0cbcb960e20e9e9fc90245e422df4eb9f9867695279ec537029,True,SE-PE-01,hard_contract_failure,planted_redundancy_positive
3,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,5a4ebfba282fff1bbb3455f853c67e042a306568a4aeb000338893e1cd0d0347,ed0188bafe0e831fd096ebc162c31704e924ca3ae1625e26ee8f548a2de33731,C,software_engineering,fg3_retained,474,"[false,false]",0,se_perses,0.0,82b52ce5ca1939e566f90c5e7015181cf797443c2372dde75253f9c9940aa20a,A,705c2f3f543bc2da9fd4429c24c346f526716a03bb466e37f7d051bd3b65506a,True,SE-PE-01,hard_contract_failure,planted_redundancy_positive
4,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,ec31c8f6b41bd8b87eac231ba32a85e9bc9daecd9104084a2e3e515fdfaaec4e,b19e82bc9eee0ba306de06d61f62446bd76446962a053de71b9a253bec882178,C,software_engineering,payload_interface_successor,475,"[true,true]",1,se_perses,1.0,bf5e7b6fef868327b970ac6698a07e2739c97e98a454927d3866e26bfe61fbd2,B,650d87f2573cc5f26fa72552871d5e9f23bce81f818eabc37f7aee0796430851,True,SE-PE-01,operational_success,planted_redundancy_positive
4,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,control_positive_reference,ec31c8f6b41bd8b87eac231ba32a85e9bc9daecd9104084a2e3e515fdfaaec4e,d0519eb0fb10cc5939c26e758242a3ac3d01ac663433876b5d32d11635ae5b06,F,software_engineering,fg5_exact_output_direct,476,"[true,true]",1,se_perses,1.0,3ac9dfeffd4c93d62df3394f470da4187f6ea16d26a5aedb26def959d01b3e1d,B,f0a56facc925518ffc3c5c15582c2b4565a2bc1ff18bd140eefb7682de1953c2,True,SE-PE-01,operational_success,planted_redundancy_positive
5,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,control_positive_reference,ec31c8f6b41bd8b87eac231ba32a85e9bc9daecd9104084a2e3e515fdfaaec4e,3dd2011a04046dedadeb9dac8703e834be6c4fe1c841daa3bfa46b6f8ebc1f43,F,software_engineering,payload_interface_successor,477,"[true,true]",1,se_perses,1.0,651de98c4e3dc31bfd9997b57e4acfff543fce34dde94401a39d12226b59fb0c,B,941e019197b6f5980115eb2c36c55db33ade9e7cae1485fd93c88307d3b52d89,True,SE-PE-01,operational_success,planted_redundancy_positive
5,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,ec31c8f6b41bd8b87eac231ba32a85e9bc9daecd9104084a2e3e515fdfaaec4e,7f08dca1aedc966eb9b43c729c618b1946163c4bc4ac0f0c3d4a7cd967629222,C,software_engineering,fg5_exact_output_direct,478,"[true,true]",1,se_perses,1.0,0e0868069c46a3e2e10fa88215d1d1abc40510b9a6c3fbf8218e365cea4ad3cf,B,710d90dc9b71e69ee86a45d181c7dc8cef053976c889bd002d190c8e7b7b4105,True,SE-PE-01,operational_success,planted_redundancy_positive
6,802a8d560aab1a36e70d23b6271142cbbf87cc78069429c5b80478fc0bf3ac23,F,ec31c8f6b41bd8b87eac231ba32a85e9bc9daecd9104084a2e3e515fdfaaec4e,beed022cc12330a8ea720e917f05c60cacc0212246ae12f02437f3e96676f868,C,software_engineering,fg5_exact_output_direct,479,"[true,true]",1,se_perses,1.0,d38f152dc888a20d8a2e44a8b47578d7a5725d6f1809733eaaf7ac8ab2c0210d,B,e4dddf37cb75c9b62c15cc0a599c1f949d5c1ec5a87147501930b65207432289,True,SE-PE-01,operational_success,planted_redundancy_positive
