paper_id,domain,task_id,contrast,endpoint,effect,registered_pairs,valid_pairs,raw_block_min,raw_block_max
agent_reflexion,agent_tool_use,AGENT-RF-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,F_minus_B,private_score,0.015625,6,6,-0.5,0.59375
agent_reflexion,agent_tool_use,AGENT-RF-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,S_minus_B,private_score,-0.08333333333333333,6,6,-0.5,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,S_minus_F,private_score,-0.09895833333333333,6,6,-0.59375,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
agent_reflexion,agent_tool_use,AGENT-RF-02,F_minus_S,private_score,0.09895833333333333,6,6,0.0,0.59375
agent_toolformer,agent_tool_use,AGENT-TF-01,F_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-01,F_minus_B,private_score,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-01,S_minus_B,operational_success,0.0,6,6,0.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-01,S_minus_B,private_score,0.0,6,6,0.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-01,S_minus_F,operational_success,-0.16666666666666666,6,6,-1.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-01,S_minus_F,private_score,-0.16666666666666666,6,6,-1.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-01,F_minus_S,operational_success,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-01,F_minus_S,private_score,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-02,F_minus_B,operational_success,-0.16666666666666666,6,6,-1.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-02,F_minus_B,private_score,-0.16666666666666666,6,6,-1.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-02,S_minus_B,private_score,0.0,6,6,0.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-02,S_minus_F,operational_success,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-02,S_minus_F,private_score,0.16666666666666666,6,6,0.0,1.0
agent_toolformer,agent_tool_use,AGENT-TF-02,F_minus_S,operational_success,-0.16666666666666666,6,6,-1.0,0.0
agent_toolformer,agent_tool_use,AGENT-TF-02,F_minus_S,private_score,-0.16666666666666666,6,6,-1.0,0.0
data_hdbscan,data_analysis,DATA-HDB-01,F_minus_B,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-01,F_minus_B,private_score,-0.1875,6,6,-0.875,0.625
data_hdbscan,data_analysis,DATA-HDB-01,S_minus_B,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-01,S_minus_B,private_score,0.10416666666666667,6,6,0.0,0.625
data_hdbscan,data_analysis,DATA-HDB-01,S_minus_F,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-01,S_minus_F,private_score,0.2916666666666667,6,6,0.0,0.875
data_hdbscan,data_analysis,DATA-HDB-01,F_minus_S,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-01,F_minus_S,private_score,-0.2916666666666667,6,6,-0.875,0.0
data_hdbscan,data_analysis,DATA-HDB-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,F_minus_B,private_score,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,S_minus_B,private_score,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,S_minus_F,private_score,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
data_hdbscan,data_analysis,DATA-HDB-02,F_minus_S,private_score,0.0,6,6,0.0,0.0
data_leiden,data_analysis,DATA-LEI-01,F_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-01,F_minus_B,private_score,0.2708333333333333,6,6,-0.28125,1.0
data_leiden,data_analysis,DATA-LEI-01,S_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-01,S_minus_B,private_score,0.20572916666666666,6,6,-0.1875,0.875
data_leiden,data_analysis,DATA-LEI-01,S_minus_F,operational_success,0.0,6,6,-1.0,1.0
data_leiden,data_analysis,DATA-LEI-01,S_minus_F,private_score,-0.06510416666666667,6,6,-0.6875,0.6875
data_leiden,data_analysis,DATA-LEI-01,F_minus_S,operational_success,0.0,6,6,-1.0,1.0
data_leiden,data_analysis,DATA-LEI-01,F_minus_S,private_score,0.06510416666666667,6,6,-0.6875,0.6875
data_leiden,data_analysis,DATA-LEI-02,F_minus_B,operational_success,0.6666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,F_minus_B,private_score,0.6666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,S_minus_B,operational_success,0.8333333333333334,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,S_minus_B,private_score,0.8333333333333334,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,S_minus_F,operational_success,0.16666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,S_minus_F,private_score,0.16666666666666666,6,6,0.0,1.0
data_leiden,data_analysis,DATA-LEI-02,F_minus_S,operational_success,-0.16666666666666666,6,6,-1.0,0.0
data_leiden,data_analysis,DATA-LEI-02,F_minus_S,private_score,-0.16666666666666666,6,6,-1.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,F_minus_B,operational_success,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,F_minus_B,private_score,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,S_minus_B,operational_success,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,S_minus_B,private_score,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,S_minus_F,operational_success,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,S_minus_F,private_score,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,F_minus_S,operational_success,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-01,F_minus_S,private_score,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-02,F_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
data_snapatac2,data_analysis,DATA-SNAP-02,F_minus_B,private_score,0.16666666666666666,6,6,0.0,1.0
data_snapatac2,data_analysis,DATA-SNAP-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-02,S_minus_B,private_score,0.0,6,6,0.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-02,S_minus_F,operational_success,-0.16666666666666666,6,6,-1.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-02,S_minus_F,private_score,-0.16666666666666666,6,6,-1.0,0.0
data_snapatac2,data_analysis,DATA-SNAP-02,F_minus_S,operational_success,0.16666666666666666,6,6,0.0,1.0
data_snapatac2,data_analysis,DATA-SNAP-02,F_minus_S,private_score,0.16666666666666666,6,6,0.0,1.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,F_minus_B,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,F_minus_B,private_score,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,S_minus_B,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,S_minus_B,private_score,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,S_minus_F,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,S_minus_F,private_score,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,F_minus_S,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-01,F_minus_S,private_score,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,F_minus_B,private_score,-0.2838541666666667,6,6,-0.71875,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,S_minus_B,private_score,0.0546875,6,6,0.0,0.328125
nlp_context_sentence_compression,nlp,NLP-CSE-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,S_minus_F,private_score,0.3385416666666667,6,6,0.0,0.71875
nlp_context_sentence_compression,nlp,NLP-CSE-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
nlp_context_sentence_compression,nlp,NLP-CSE-02,F_minus_S,private_score,-0.3385416666666667,6,6,-0.71875,0.0
nlp_llmlingua2,nlp,NLP-LL2-01,F_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-01,F_minus_B,private_score,0.13802083333333334,6,6,-0.09375,0.921875
nlp_llmlingua2,nlp,NLP-LL2-01,S_minus_B,operational_success,0.16666666666666666,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-01,S_minus_B,private_score,0.15364583333333334,6,6,-0.90625,0.921875
nlp_llmlingua2,nlp,NLP-LL2-01,S_minus_F,operational_success,0.0,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-01,S_minus_F,private_score,0.015625,6,6,-0.90625,1.0
nlp_llmlingua2,nlp,NLP-LL2-01,F_minus_S,operational_success,0.0,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-01,F_minus_S,private_score,-0.015625,6,6,-1.0,0.90625
nlp_llmlingua2,nlp,NLP-LL2-02,F_minus_B,operational_success,0.6666666666666666,6,6,0.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,F_minus_B,private_score,0.0,6,6,-0.84375,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,S_minus_B,operational_success,0.8333333333333334,6,6,0.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,S_minus_B,private_score,0.16666666666666666,6,6,-0.90625,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,S_minus_F,operational_success,0.16666666666666666,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,S_minus_F,private_score,0.16666666666666666,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,F_minus_S,operational_success,-0.16666666666666666,6,6,-1.0,1.0
nlp_llmlingua2,nlp,NLP-LL2-02,F_minus_S,private_score,-0.16666666666666666,6,6,-1.0,1.0
nlp_llmlingua,nlp,NLP-LLM-01,F_minus_B,operational_success,0.5,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-01,F_minus_B,private_score,0.4348958333333333,6,6,-0.25,0.84375
nlp_llmlingua,nlp,NLP-LLM-01,S_minus_B,operational_success,1.0,6,6,1.0,1.0
nlp_llmlingua,nlp,NLP-LLM-01,S_minus_B,private_score,0.796875,6,6,0.75,0.84375
nlp_llmlingua,nlp,NLP-LLM-01,S_minus_F,operational_success,0.5,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-01,S_minus_F,private_score,0.3619791666666667,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-01,F_minus_S,operational_success,-0.5,6,6,-1.0,0.0
nlp_llmlingua,nlp,NLP-LLM-01,F_minus_S,private_score,-0.3619791666666667,6,6,-1.0,0.0
nlp_llmlingua,nlp,NLP-LLM-02,F_minus_B,operational_success,0.6666666666666666,6,6,-1.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,F_minus_B,private_score,0.6197916666666666,6,6,-1.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,S_minus_B,operational_success,0.8333333333333334,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,S_minus_B,private_score,0.7864583333333334,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,S_minus_F,operational_success,0.16666666666666666,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,S_minus_F,private_score,0.16666666666666666,6,6,0.0,1.0
nlp_llmlingua,nlp,NLP-LLM-02,F_minus_S,operational_success,-0.16666666666666666,6,6,-1.0,0.0
nlp_llmlingua,nlp,NLP-LLM-02,F_minus_S,private_score,-0.16666666666666666,6,6,-1.0,0.0
se_creduce,software_engineering,SE-CR-01,F_minus_B,operational_success,0.5,6,6,0.0,1.0
se_creduce,software_engineering,SE-CR-01,F_minus_B,private_score,0.5,6,6,0.0,1.0
se_creduce,software_engineering,SE-CR-01,S_minus_B,operational_success,1.0,6,6,1.0,1.0
se_creduce,software_engineering,SE-CR-01,S_minus_B,private_score,1.0,6,6,1.0,1.0
se_creduce,software_engineering,SE-CR-01,S_minus_F,operational_success,0.5,6,6,0.0,1.0
se_creduce,software_engineering,SE-CR-01,S_minus_F,private_score,0.5,6,6,0.0,1.0
se_creduce,software_engineering,SE-CR-01,F_minus_S,operational_success,-0.5,6,6,-1.0,0.0
se_creduce,software_engineering,SE-CR-01,F_minus_S,private_score,-0.5,6,6,-1.0,0.0
se_creduce,software_engineering,SE-CR-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
se_creduce,software_engineering,SE-CR-02,F_minus_B,private_score,0.07291666666666667,6,6,-0.03125,0.390625
se_creduce,software_engineering,SE-CR-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
se_creduce,software_engineering,SE-CR-02,S_minus_B,private_score,-0.015625,6,6,-0.03125,0.0
se_creduce,software_engineering,SE-CR-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
se_creduce,software_engineering,SE-CR-02,S_minus_F,private_score,-0.08854166666666667,6,6,-0.40625,0.0
se_creduce,software_engineering,SE-CR-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
se_creduce,software_engineering,SE-CR-02,F_minus_S,private_score,0.08854166666666667,6,6,0.0,0.40625
se_delta_debugging,software_engineering,SE-DD-01,F_minus_B,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-01,F_minus_B,private_score,-0.0078125,6,6,-0.046875,0.0
se_delta_debugging,software_engineering,SE-DD-01,S_minus_B,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-01,S_minus_B,private_score,0.015625,6,6,-0.046875,0.140625
se_delta_debugging,software_engineering,SE-DD-01,S_minus_F,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-01,S_minus_F,private_score,0.0234375,6,6,0.0,0.140625
se_delta_debugging,software_engineering,SE-DD-01,F_minus_S,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-01,F_minus_S,private_score,-0.0234375,6,6,-0.140625,0.0
se_delta_debugging,software_engineering,SE-DD-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-02,F_minus_B,private_score,0.09375,6,6,0.0,0.5625
se_delta_debugging,software_engineering,SE-DD-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-02,S_minus_B,private_score,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-02,S_minus_F,private_score,-0.09375,6,6,-0.5625,0.0
se_delta_debugging,software_engineering,SE-DD-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
se_delta_debugging,software_engineering,SE-DD-02,F_minus_S,private_score,0.09375,6,6,0.0,0.5625
se_perses,software_engineering,SE-PE-01,F_minus_B,operational_success,0.3333333333333333,6,6,0.0,1.0
se_perses,software_engineering,SE-PE-01,F_minus_B,private_score,0.3333333333333333,6,6,0.0,1.0
se_perses,software_engineering,SE-PE-01,S_minus_B,operational_success,0.16666666666666666,6,6,0.0,1.0
se_perses,software_engineering,SE-PE-01,S_minus_B,private_score,0.16666666666666666,6,6,0.0,1.0
se_perses,software_engineering,SE-PE-01,S_minus_F,operational_success,-0.16666666666666666,6,6,-1.0,1.0
se_perses,software_engineering,SE-PE-01,S_minus_F,private_score,-0.16666666666666666,6,6,-1.0,1.0
se_perses,software_engineering,SE-PE-01,F_minus_S,operational_success,0.16666666666666666,6,6,-1.0,1.0
se_perses,software_engineering,SE-PE-01,F_minus_S,private_score,0.16666666666666666,6,6,-1.0,1.0
se_perses,software_engineering,SE-PE-02,F_minus_B,operational_success,0.0,6,6,0.0,0.0
se_perses,software_engineering,SE-PE-02,F_minus_B,private_score,0.10416666666666667,6,6,0.0,0.625
se_perses,software_engineering,SE-PE-02,S_minus_B,operational_success,0.0,6,6,0.0,0.0
se_perses,software_engineering,SE-PE-02,S_minus_B,private_score,0.0,6,6,0.0,0.0
se_perses,software_engineering,SE-PE-02,S_minus_F,operational_success,0.0,6,6,0.0,0.0
se_perses,software_engineering,SE-PE-02,S_minus_F,private_score,-0.10416666666666667,6,6,-0.625,0.0
se_perses,software_engineering,SE-PE-02,F_minus_S,operational_success,0.0,6,6,0.0,0.0
se_perses,software_engineering,SE-PE-02,F_minus_S,private_score,0.10416666666666667,6,6,0.0,0.625
