paper_id,domain,task_id,omitted_block_id,omitted_registry_id,registered_six_block_state,five_block_state,differs_from_registered,primary_reject_reason,failed_reason_groups,failed_gates,B_successes,F_successes,S_successes,valid_margin_blocks
agent_toolformer,agent_tool_use,AGENT-TF-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
agent_toolformer,agent_tool_use,AGENT-TF-02,1,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,4,5,5
agent_toolformer,agent_tool_use,AGENT-TF-02,2,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,4,5,5
agent_toolformer,agent_tool_use,AGENT-TF-02,3,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,4,5,5
agent_toolformer,agent_tool_use,AGENT-TF-02,4,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,4,5,5
agent_toolformer,agent_tool_use,AGENT-TF-02,5,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,5,5,5
agent_toolformer,agent_tool_use,AGENT-TF-02,6,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",5,4,5,5
data_hdbscan,data_analysis,DATA-HDB-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_hdbscan,data_analysis,DATA-HDB-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_leiden,data_analysis,DATA-LEI-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,1,1,3
data_leiden,data_analysis,DATA-LEI-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,1,1,3
data_leiden,data_analysis,DATA-LEI-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,1,1,2
data_leiden,data_analysis,DATA-LEI-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,1,1,2
data_leiden,data_analysis,DATA-LEI-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,1,0,2
data_leiden,data_analysis,DATA-LEI-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,0,1,3
data_leiden,data_analysis,DATA-LEI-02,1,A,Admit,Admit,False,,[],[],1,4,5,5
data_leiden,data_analysis,DATA-LEI-02,2,A,Admit,Admit,False,,[],[],1,4,5,5
data_leiden,data_analysis,DATA-LEI-02,3,A,Admit,Admit,False,,[],[],1,4,5,5
data_leiden,data_analysis,DATA-LEI-02,4,B,Admit,Admit,False,,[],[],1,5,5,5
data_leiden,data_analysis,DATA-LEI-02,5,B,Admit,Admit,False,,[],[],0,4,5,5
data_leiden,data_analysis,DATA-LEI-02,6,B,Admit,Admit,False,,[],[],1,4,5,5
data_snapatac2,data_analysis,DATA-SNAP-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
data_snapatac2,data_analysis,DATA-SNAP-02,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
data_snapatac2,data_analysis,DATA-SNAP-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
data_snapatac2,data_analysis,DATA-SNAP-02,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
data_snapatac2,data_analysis,DATA-SNAP-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
data_snapatac2,data_analysis,DATA-SNAP-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,0,4
nlp_context_sentence_compression,nlp,NLP-CSE-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_context_sentence_compression,nlp,NLP-CSE-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
nlp_llmlingua2,nlp,NLP-LL2-01,1,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",4,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-01,2,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",3,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-01,3,A,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",3,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-01,4,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",3,4,5,5
nlp_llmlingua2,nlp,NLP-LL2-01,5,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",4,5,4,4
nlp_llmlingua2,nlp,NLP-LL2-01,6,B,Reject,Reject,False,baseline-sensitive,"[""baseline-sensitive""]","[""total_B_successes_<=_1""]",3,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,2,A,Reject,Admit,True,,[],[],0,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,4,B,Reject,Admit,True,,[],[],0,4,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,4,4
nlp_llmlingua2,nlp,NLP-LL2-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
nlp_llmlingua,nlp,NLP-LLM-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
nlp_llmlingua,nlp,NLP-LLM-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
nlp_llmlingua,nlp,NLP-LLM-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
nlp_llmlingua,nlp,NLP-LLM-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
nlp_llmlingua,nlp,NLP-LLM-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
nlp_llmlingua,nlp,NLP-LLM-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
nlp_llmlingua,nlp,NLP-LLM-02,1,A,Admit,Admit,False,,[],[],1,4,5,5
nlp_llmlingua,nlp,NLP-LLM-02,2,A,Admit,Admit,False,,[],[],0,5,5,5
nlp_llmlingua,nlp,NLP-LLM-02,3,A,Admit,Admit,False,,[],[],1,4,5,5
nlp_llmlingua,nlp,NLP-LLM-02,4,B,Admit,Admit,False,,[],[],1,4,5,5
nlp_llmlingua,nlp,NLP-LLM-02,5,B,Admit,Admit,False,,[],[],1,4,5,5
nlp_llmlingua,nlp,NLP-LLM-02,6,B,Admit,Admit,False,,[],[],1,4,5,5
se_creduce,software_engineering,SE-CR-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
se_creduce,software_engineering,SE-CR-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
se_creduce,software_engineering,SE-CR-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
se_creduce,software_engineering,SE-CR-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,2,5,5
se_creduce,software_engineering,SE-CR-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
se_creduce,software_engineering,SE-CR-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient""]","[""total_F_successes_>=_4""]",0,3,5,5
se_creduce,software_engineering,SE-CR-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,0,0,3
se_creduce,software_engineering,SE-CR-02,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_creduce,software_engineering,SE-CR-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,0,0,3
se_creduce,software_engineering,SE-CR-02,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,0,0,3
se_creduce,software_engineering,SE-CR-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_creduce,software_engineering,SE-CR-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,0,0,3
se_delta_debugging,software_engineering,SE-DD-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_delta_debugging,software_engineering,SE-DD-02,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_delta_debugging,software_engineering,SE-DD-02,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_delta_debugging,software_engineering,SE-DD-02,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_delta_debugging,software_engineering,SE-DD-02,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_delta_debugging,software_engineering,SE-DD-02,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,4
se_delta_debugging,software_engineering,SE-DD-02,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,0,0,5
se_perses,software_engineering,SE-PE-01,1,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,2,0,3
se_perses,software_engineering,SE-PE-01,2,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,2,1,3
se_perses,software_engineering,SE-PE-01,3,A,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,1,4
se_perses,software_engineering,SE-PE-01,4,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,2,1,3
se_perses,software_engineering,SE-PE-01,5,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient"",""margin-shortfall""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4"",""total_valid_margin_blocks_>=_4""]",0,2,1,3
se_perses,software_engineering,SE-PE-01,6,B,Reject,Reject,False,full-insufficient,"[""full-insufficient"",""slice-insufficient""]","[""total_F_successes_>=_4"",""total_S_successes_>=_4""]",0,1,1,4
